ID;longitude;latitude;housing_median_age;mean_rooms;mean_bedrooms;population;households;median_income;median_house_value;ocean_proximity
12134;-117.10;33.92;12;6.446215139;1;1610;502;4.7568;143500;2
12132;-117.22;33.92;5;6.28125;1.065848214;9509;2688;4.0938;130900;2
12127;-117.25;33.92;7;5.674956622;1.106998265;5595;1729;4.1482;124600;2
12122;-117.27;33.92;13;5.743537415;1.186394558;4885;1470;3.0907;127200;2
12121;-117.28;33.92;35;4.729765013;1.097911227;2721;766;2.1574;86900;2
11901;-117.36;33.92;7;8.469738031;1.066847335;3570;1107;8.5326;315200;2
11957;-117.39;33.92;25;5.001733102;1.010398614;2327;577;2.3851;113700;2
11954;-117.44;33.92;33;4.705996132;1.015473888;1466;517;3.0437;110800;2
11956;-117.45;33.92;35;4.631578947;1.067150635;1840;551;2.2548;113300;2
12031;-117.46;33.92;21;5.021126761;1;476;142;3.5208;121100;2
12036;-117.47;33.92;18;5.329201102;1.064738292;2500;726;3.6583;126100;2
12017;-117.50;33.92;31;5.936619718;1.204225352;1504;426;2.9821;115600;2
12018;-117.50;33.92;28;6.037356322;0.968390805;1061;348;4.5500;146800;2
12011;-117.53;33.92;12;10.04385965;1.399122807;728;228;6.1561;233500;2
12009;-117.55;33.92;24;5.514734774;0.984282908;1653;509;4.8167;163300;2
12012;-117.58;33.92;16;6.998316498;0.986531987;2036;594;6.1550;246400;2
13183;-117.70;33.92;4;6.716019417;1.078478964;3941;1236;6.2141;252200;1
10301;-117.80;33.92;16;6.366520788;1.078774617;2306;914;4.6315;277500;1
10298;-117.85;33.92;11;8.007211538;0.985576923;1460;416;8.0287;371800;1
10296;-117.87;33.92;14;6.028358209;0.998507463;1905;670;6.3303;303000;1
10299;-117.87;33.92;17;6.207598372;1.036635007;2054;737;6.0571;272400;1
10297;-117.88;33.92;13;4.716332378;1.041547278;1565;698;5.4570;308800;1
10129;-117.89;33.92;17;5.487850467;1.037383178;1381;535;5.4617;190300;1
10136;-117.89;33.92;34;4.676190476;0.99047619;1025;315;3.8333;170400;1
10139;-117.89;33.92;8;4.510638298;1.157446809;1281;470;3.4954;159500;1
10140;-117.89;33.92;14;4.762195122;1.137195122;609;328;2.3935;125000;1
10130;-117.90;33.92;27;5.53968254;0.920634921;391;126;5.9177;267600;1
10131;-117.91;33.92;21;5.428571429;1.3;398;70;4.7222;208300;1
10146;-117.92;33.92;19;6.471810089;1.18694362;1272;337;5.1952;302100;1
10120;-117.93;33.92;34;5.244803695;1.009237875;1393;433;4.2443;174400;1
10106;-117.94;33.92;28;3.781065089;1.059171598;1062;169;3.0588;145200;1
10109;-117.94;33.92;32;4.743243243;0.932432432;1038;222;4.6696;165500;1
10105;-117.95;33.92;18;4.393468118;1.026438569;1590;643;3.6106;153600;1
10107;-117.95;33.92;32;5.5;1.033112583;1201;302;4.0000;178200;1
10108;-117.95;33.92;11;4.505763689;1.017291066;1594;694;4.3426;141300;1
10110;-117.95;33.92;13;4.135957066;1.059033989;2038;559;3.1378;137000;1
10104;-117.96;33.92;18;4.105263158;1.126096491;1654;912;3.2158;215000;1
10101;-117.97;33.92;32;6.107226107;0.927738928;1296;429;5.7796;241300;1
10103;-117.97;33.92;24;4.626146789;0.95412844;900;436;3.0000;251400;1
7097;-117.98;33.92;27;6.702898551;0.788043478;1793;552;5.3668;219800;1
7098;-117.99;33.92;27;5.074300699;1.006993007;3106;1144;4.0610;222700;1
7090;-118.01;33.92;34;6.092006033;1.046757164;2269;663;5.2305;205100;1
7091;-118.01;33.92;35;5.882783883;1.058608059;829;273;5.2730;187600;1
7054;-118.02;33.92;35;5.23989899;1.070707071;1312;396;3.7969;164800;1
7092;-118.02;33.92;34;5.335740072;0.906137184;956;277;5.5238;185300;1
7114;-118.02;33.92;34;5.342364532;1.02955665;1169;406;3.2222;218700;1
7055;-118.03;33.92;30;4.488888889;1.053968254;1307;315;3.0000;158300;1
7056;-118.03;33.92;35;5.350253807;1.027918782;1243;394;3.6731;167000;1
7058;-118.04;33.92;34;4.901719902;1.024570025;1573;407;3.4907;153500;1
7060;-118.04;33.92;35;4.597765363;0.972067039;2151;537;3.4219;156200;1
7052;-118.05;33.92;33;4.289699571;1.008583691;2170;466;3.2371;154700;1
7670;-118.07;33.92;36;4.968152866;1.01910828;1348;314;3.6220;174000;1
7668;-118.08;33.92;38;4.962825279;1.617100372;1011;269;3.6908;157500;1
7669;-118.08;33.92;39;4.972560976;0.981707317;1034;328;4.5382;165700;1
7671;-118.08;33.92;34;4.791855204;0.988687783;1414;442;3.7238;166800;1
7674;-118.09;33.92;36;5.362612613;0.943693694;1669;444;4.6976;171100;1
7675;-118.09;33.92;36;4.365979381;0.953608247;713;194;4.8542;167400;1
7676;-118.09;33.92;36;5.598173516;0.96347032;711;219;4.5699;170800;1
7677;-118.09;33.92;33;5.201183432;1.071005917;547;169;5.3146;168600;1
7678;-118.09;33.92;31;5.084615385;1.074358974;1157;390;3.5455;168300;1
7771;-118.09;33.92;35;4.658878505;0.978971963;1491;428;3.7383;166200;1
7680;-118.10;33.92;35;5.225388601;0.992227979;1388;386;4.0774;171600;1
7683;-118.11;33.92;32;5.740112994;1.073446328;729;177;4.3000;151300;1
7684;-118.11;33.92;34;5.356060606;0.996212121;983;264;4.1767;156600;1
7726;-118.12;33.92;27;4.209966777;1.081727575;4673;1505;2.5893;183700;1
7728;-118.13;33.92;28;3.675449102;1.034730539;1932;835;2.4925;177200;1
7730;-118.13;33.92;36;4.776699029;0.888349515;615;206;4.1786;201500;1
7731;-118.14;33.92;31;4.657927591;1.064918851;2313;801;3.2237;218200;1
7748;-118.14;33.92;35;4.355311355;1.023809524;1799;546;3.9327;190500;1
7749;-118.15;33.92;36;4.896373057;1.03626943;1232;386;4.3750;184200;1
7750;-118.15;33.92;40;4.734042553;0.996453901;804;282;4.3194;198400;1
7751;-118.15;33.92;28;4.236734694;1.028571429;912;245;2.5875;161200;1
7752;-118.15;33.92;30;4.336492891;1.109004739;646;211;2.5208;182800;1
7455;-118.16;33.92;44;5.04797048;1.022140221;899;271;3.5938;161300;1
7747;-118.16;33.92;36;5.759776536;0.980446927;1134;358;4.4881;218900;1
7453;-118.17;33.92;36;4.913654618;1.010040161;1532;498;4.3667;171800;1
7454;-118.17;33.92;43;5.42377261;1.028423773;1276;387;3.1528;166800;1
7458;-118.18;33.92;32;4.239583333;1.08125;2282;480;3.2734;136400;1
7459;-118.18;33.92;29;3.821428571;0.943877551;708;196;2.4583;136900;1
7460;-118.19;33.92;36;4.52;1.046666667;1469;300;2.0785;139800;1
7467;-118.19;33.92;43;5.20935412;1.084632517;1732;449;3.0987;139400;1
7556;-118.19;33.92;35;3.630952381;0.956349206;1153;252;3.3050;115800;1
7468;-118.20;33.92;42;4.381987578;0.97515528;1432;322;3.0871;138800;1
7546;-118.20;33.92;36;3.184615385;0.8;477;130;3.6719;130400;1
7547;-118.20;33.92;45;5.173387097;1.754032258;1025;248;3.2798;141200;1
7548;-118.20;33.92;39;5.072463768;1.048309179;895;207;3.1538;155600;1
7485;-118.21;33.92;37;4.158536585;0.982926829;1839;410;2.5833;132700;1
7486;-118.21;33.92;35;4.050970874;1.080097087;1870;412;3.0417;117300;1
7487;-118.21;33.92;28;3.170967742;1.078494624;4551;930;1.9026;131900;1
7550;-118.21;33.92;41;5.282208589;1.113496933;1432;326;3.2976;151200;1
7551;-118.21;33.92;36;4.151724138;1.034482759;645;145;3.1964;115400;1
7488;-118.22;33.92;43;4.561068702;0.977099237;1251;262;3.4539;125000;1
7532;-118.22;33.92;32;3.650289017;0.962427746;1789;346;1.9957;89300;1
7536;-118.22;33.92;23;2.269607843;1.00245098;1856;408;2.1366;100000;1
7491;-118.23;33.92;32;4.401305057;1.044045677;1953;613;1.2222;107200;1
7527;-118.23;33.92;32;4.494818653;1.113989637;1699;386;1.1793;103800;1
7535;-118.23;33.92;24;4.307479224;1.12465374;1665;361;1.6437;98800;1
7493;-118.24;33.92;42;3.770114943;1.149425287;605;87;2.4464;97400;1
7494;-118.24;33.92;44;5.928571429;1.153846154;601;182;2.2411;106400;1
7526;-118.24;33.92;40;5.469135802;1.138888889;1122;324;3.2768;96100;1
7498;-118.25;33.92;46;4.381818182;0.933333333;411;165;2.0893;96500;1
7499;-118.25;33.92;44;5.064139942;1.058309038;1184;343;2.5363;95900;1
7500;-118.25;33.92;44;5.053333333;1.044444444;747;225;2.0000;92600;1
7515;-118.25;33.92;36;5.82208589;1.006134969;502;163;4.1042;124400;1
5194;-118.26;33.92;40;4.219607843;0.956862745;705;255;1.7986;98900;1
7501;-118.26;33.92;42;5.253164557;1.079113924;2105;632;1.9809;104600;1
5195;-118.27;33.92;36;4.521604938;1.067901235;1147;324;1.7262;88800;1
7503;-118.27;33.92;34;4.827868852;1.06557377;1166;244;1.9185;93300;1
7504;-118.27;33.92;35;4.887096774;1.005376344;1444;372;2.7450;106800;1
5210;-118.28;33.92;39;4.599277978;1.018050542;975;277;1.5114;90400;1
5561;-118.28;33.92;37;4.932773109;1.145658263;1309;357;2.1875;175900;1
7505;-118.28;33.92;39;4.628930818;0.949685535;1036;318;3.0000;110000;1
7506;-118.28;33.92;37;5.152777778;1.048611111;729;144;3.0550;105400;1
5207;-118.29;33.92;40;4.468822171;1.064665127;1616;433;2.8750;120200;1
5566;-118.29;33.92;23;4.956435644;1.053465347;1735;505;2.7368;162800;1
8482;-118.29;33.92;34;5.067605634;1.01971831;1293;355;3.6920;145200;1
8483;-118.29;33.92;34;5.540322581;0.967741935;906;248;5.3292;155500;1
8484;-118.30;33.92;34;5.402631579;1.005263158;1258;380;3.0139;154700;1
8477;-118.31;33.92;35;5.96803653;1.123287671;672;219;4.8456;146400;1
8480;-118.32;33.92;35;6.961956522;1.190217391;710;184;4.8304;152800;1
8461;-118.33;33.92;23;3.860557769;1.147410359;670;251;3.2670;185400;1
8425;-118.34;33.92;29;3.986486486;0.943243243;965;370;3.3558;199600;1
8466;-118.34;33.92;6;4.221774194;1.092741935;740;248;3.4250;193800;1
8426;-118.35;33.92;24;3.529107374;1.093143596;2023;773;2.7500;239700;1
8427;-118.35;33.92;29;3.186147186;1.004329004;584;231;3.6167;200000;1
8428;-118.36;33.92;26;3.662041625;1.133795837;2308;1009;2.6667;229300;1
8429;-118.36;33.92;46;4.80859375;0.90234375;793;256;4.1023;226800;1
8430;-118.36;33.92;19;3.444171779;1.083435583;1546;815;2.6375;233800;1
8433;-118.37;33.92;44;5.485380117;1.058479532;502;171;4.4722;218300;1
8434;-118.37;33.92;36;5.456852792;1;509;197;4.9688;238900;1
8435;-118.37;33.92;40;5.016216216;1.010810811;521;185;5.5255;242700;1
8436;-118.37;33.92;39;5.259803922;1.009803922;556;204;4.8611;245600;1
8554;-118.39;33.92;41;3.47826087;0.869565217;61;23;5.2500;247200;1
8555;-118.40;33.92;25;5.134275618;0.957597173;695;283;5.9499;345800;1
8556;-118.40;33.92;32;5.29588015;1.177902622;1313;534;4.5987;363800;1
8559;-118.41;33.92;32;4.666666667;1.093693694;1132;555;4.2333;358000;1
8560;-118.41;33.92;22;4.223826715;1.054151625;1141;554;4.5729;337500;1
8562;-118.41;33.92;38;5748;1088;590;250;5.2338;358000;1
8563;-118.41;33.92;29;4.186588921;1.16909621;674;343;3.6389;275000;1
8564;-118.42;33.92;25;4.608638743;1.115183246;1524;764;3.8086;361300;1
8565;-118.42;33.92;41;5.85198556;1.007220217;756;277;5.0594;346000;1
7086;-118.00;33.93;35;5152;0.96;758;250;4.9205;173900;1
7088;-118.00;33.93;35;5.346666667;1.02;445;150;5.0077;185000;1
7096;-118.00;33.93;24;5.065921788;1.080446927;2547;895;3.9575;215400;1
12324;-116.44;33.93;17;8.83639399;2.113522538;1201;599;1.6849;88400;2
12321;-116.61;33.93;35;5.262295082;1.163934426;157;61;2.8056;68100;2
12300;-116.87;33.93;32;4.356449376;1.126213592;2589;721;1.4556;54600;2
12296;-116.88;33.93;37;4.371345029;1.254385965;865;342;1.2188;55000;2
12295;-116.89;33.93;29;4.987938596;1.004385965;2494;912;2.0976;72600;2
12297;-116.90;33.93;34;4.919629057;1.14064915;1820;647;2.2321;71800;2
12294;-116.93;33.93;13;5.312457454;1.085091899;3297;1469;2.0549;95600;2
12291;-116.97;33.93;29;4.461661342;1.153354633;1583;626;1.4240;73200;2
12289;-116.98;33.93;40;5.026490066;1.099337748;1391;453;1.9472;73200;2
12292;-116.98;33.93;33;4.272727273;0.943181818;267;88;2.1581;68300;2
12133;-117.21;33.93;4;7.159627774;1.050823193;5439;1397;5.0223;152600;2
12131;-117.22;33.93;14;5.251028807;1.055555556;3513;972;3.2148;117000;2
12125;-117.24;33.93;12;5.330082521;1.08552138;4520;1333;3.2705;113200;2
12126;-117.25;33.93;8;5.936582501;1.034057546;5804;1703;4.2654;137600;2
12123;-117.27;33.93;2;6.87755102;1.12244898;115;49;3.1042;164800;2
11930;-117.39;33.93;26;6.21443299;1.018556701;1832;485;4.8333;127900;2
11933;-117.40;33.93;35;5.624521073;1.141762452;1168;261;2.2222;81300;2
11934;-117.41;33.93;35;6.1953125;1.171875;669;128;4.0156;89300;2
11939;-117.42;33.93;32;4.889830508;1.008474576;1509;590;3.1795;125600;2
11944;-117.43;33.93;36;6.379679144;1.058823529;1176;374;4.5122;113300;2
11945;-117.43;33.93;15;3.9;1.103225806;3012;1240;2.1865;129300;2
11946;-117.43;33.93;31;5.011811024;1.031496063;686;254;2.4922;109400;2
11947;-117.44;33.93;34;5.552816901;0.957746479;880;284;4.6327;116000;2
11952;-117.44;33.93;33;6.039647577;1.039647577;715;227;4.3750;129900;2
11953;-117.45;33.93;20;5.002502085;1.100917431;3185;1199;3.2731;113900;2
12029;-117.46;33.93;16;4.798133022;1.026837806;2821;857;3.0122;114700;2
12030;-117.46;33.93;19;6.240208877;1.124020888;3043;766;3.7431;132800;2
12032;-117.47;33.93;33;3.910638298;0.885106383;724;235;3.4028;110500;2
12035;-117.48;33.93;31;4.868888889;1.02;1564;450;2.6776;122000;2
12037;-117.49;33.93;26;5.322580645;1.032258065;2156;558;3.9522;124600;2
12015;-117.50;33.93;19;5.956030151;1.048994975;2903;796;4.3723;135600;2
12008;-117.55;33.93;25;6.031395349;1.086046512;2725;860;4.1865;154300;2
12000;-117.57;33.93;3;8.493150685;1.034246575;519;146;7.5408;271900;2
12014;-117.59;33.93;17;7.347826087;1.02173913;200;46;7.8118;244200;2
10300;-117.83;33.93;14;7.271375465;1.048327138;671;269;6.5841;306400;1
10127;-117.88;33.93;17;7.043879908;0.994226328;2771;866;7.6486;306700;1
10128;-117.90;33.93;12;4.00462963;1.102777778;1897;1080;3.3173;247400;1
10124;-117.91;33.93;21;7.365714286;1.037142857;1207;350;6.2452;291700;1
10123;-117.92;33.93;12;5.169789227;1.042154567;1532;854;3.7500;166300;1
10117;-117.93;33.93;25;4.648183556;1.021032505;1702;523;3.7933;184400;1
10121;-117.93;33.93;37;4.820512821;1.166666667;931;234;2.8000;137500;1
10122;-117.93;33.93;33;4.56741573;1.061797753;1062;356;2.1944;139600;1
10095;-117.94;33.93;33;4.836065574;1.010928962;1346;366;4.0833;162500;1
10096;-117.94;33.93;34;5.034129693;1.088737201;698;293;3.8194;186000;1
10097;-117.94;33.93;14;4.094262295;0.950819672;1037;244;2.7125;166100;1
10098;-117.95;33.93;25;4.593333333;1068;2400;750;3.4702;161900;1
10099;-117.95;33.93;37;4.179365079;1;1904;630;2.6123;161300;1
10092;-117.96;33.93;31;4.457575758;0.972727273;841;330;3.4600;232800;1
10093;-117.96;33.93;29;4.622754491;1.041916168;1275;501;3.7760;192600;1
10100;-117.96;33.93;15;5.164102564;1.074358974;839;390;4.7446;175400;1
10090;-117.97;33.93;31;5.691642651;1.074927954;918;347;4.4107;202000;1
10091;-117.97;33.93;33;4.696132597;1.019337017;981;362;4.5461;194000;1
10102;-117.97;33.93;35;5.376068376;0.934472934;989;351;4.1321;198100;1
7075;-117.98;33.93;27;6.246520875;1.011928429;1520;503;6.2924;232500;1
7076;-117.99;33.93;33;5.143176734;0.964205817;1049;447;3.6458;208100;1
7085;-117.99;33.93;36;5.620087336;1.017467249;779;229;4.8523;175800;1
7095;-117.99;33.93;27;5.142857143;0.995839112;1921;721;4.3750;210400;1
7083;-118.01;33.93;31;4.60651289;1.006784261;1886;737;4.4118;174400;1
7087;-118.01;33.93;34;5.459459459;1.054054054;1293;444;3.2750;189900;1
7061;-118.02;33.93;35;5.882352941;0.975490196;1218;408;4.1312;193800;1
7084;-118.02;33.93;33;5.060150376;1.06122449;2984;931;3.6028;184700;1
7053;-118.03;33.93;22;4.31377551;1.020408163;2688;784;3.8750;164700;1
7062;-118.03;33.93;35;6.00973236;1.01216545;1386;411;5.2736;179500;1
7049;-118.04;33.93;36;4.543478261;1.039130435;1165;230;3.1979;161800;1
7057;-118.04;33.93;35;4.931693989;1.057377049;1505;366;4.1667;151900;1
7059;-118.04;33.93;36;5.567741935;1.070967742;1293;310;4.3849;144100;1
7050;-118.05;33.93;31;4.705263158;1.068421053;883;190;3.6771;141500;1
7051;-118.05;33.93;35;4.756207675;1.083521445;2241;443;3.1513;150000;1
7665;-118.07;33.93;5;5.734177215;1.183544304;1453;158;4.1250;171900;1
7666;-118.08;33.93;39;4.994186047;0.953488372;673;172;3.7143;158200;1
7667;-118.08;33.93;39;4.61875;1.0125;1127;320;3.5250;158000;1
7672;-118.08;33.93;33;4.951859956;1.118161926;1626;457;3.5556;172800;1
7673;-118.08;33.93;34;4.623145401;1.112759644;1179;337;3.2188;165100;1
7041;-118.09;33.93;36;4.620991254;0.941690962;1205;343;4.5306;183400;1
7679;-118.09;33.93;37;5.769230769;1.053254438;1183;338;4.1449;175300;1
7681;-118.10;33.93;36;4.803418803;0.927350427;707;234;4.3750;174500;1
7682;-118.10;33.93;33;4.4;0.970149254;1205;335;3.1397;166800;1
7686;-118.10;33.93;35;5.711267606;1.063380282;845;284;4.5769;186100;1
7719;-118.11;33.93;35;5.471311475;1.010245902;1196;488;3.8427;283500;1
7725;-118.11;33.93;17;3.523391813;1.014619883;736;342;3.2011;162500;1
7727;-118.12;33.93;27;4.360902256;1.07518797;466;133;3.0909;187500;1
7729;-118.13;33.93;38;4.584269663;1.029213483;1775;445;3.5227;202400;1
7735;-118.13;33.93;34;4.348360656;1.05942623;1578;488;3.1496;191900;1
7736;-118.13;33.93;19;3.966814159;0.988938053;1222;452;2.6862;195800;1
7732;-118.14;33.93;31;4.826807229;1.094879518;1647;664;3.3681;223900;1
7733;-118.14;33.93;32;4.671945701;0.990950226;1075;442;4.4279;226400;1
7734;-118.15;33.93;30;5.27427598;1.069846678;1676;587;4.6583;207300;1
7743;-118.15;33.93;25;4.540792541;1.009324009;1128;429;3.7614;255900;1
7745;-118.15;33.93;42;5.424778761;1.020648968;1034;339;4.9808;212300;1
7746;-118.15;33.93;34;4.256097561;0.985365854;1084;410;3.3411;220500;1
7446;-118.16;33.93;35;5.734848485;1.143939394;474;132;3.7361;179800;1
7461;-118.18;33.93;31;3.809045226;1.005025126;1820;398;2.1641;122900;1
7462;-118.18;33.93;35;3.647509579;1.038314176;949;261;2.4297;147200;1
7463;-118.19;33.93;40;4.798561151;0.992805755;1226;278;3.4712;144300;1
7464;-118.19;33.93;42;4.851458886;1.037135279;1614;377;3.1912;146400;1
7466;-118.19;33.93;44;4.716374269;1.00877193;1227;342;3.1667;145700;1
7465;-118.20;33.93;40;4.603818616;0.99522673;1780;419;3.4402;149400;1
7469;-118.20;33.93;38;5.511864407;1.040677966;1280;295;3.5313;146500;1
7473;-118.20;33.93;36;3.996383363;1.146473779;2341;553;2.1715;131100;1
7475;-118.20;33.93;41;3.775330396;0.885462555;934;227;2.6339;145700;1
7476;-118.20;33.93;36;4.037288136;1.169491525;1193;295;2.5185;138800;1
7472;-118.21;33.93;30;3.206115515;0.976217441;3649;883;1.9668;152100;1
7474;-118.21;33.93;33;3.696356275;1.08097166;3423;741;2.2847;132700;1
7477;-118.21;33.93;36;3.402035623;0.972010178;1769;393;2.6953;121000;1
7478;-118.21;33.93;39;6.103448276;1.25862069;184;58;2.7679;108900;1
7484;-118.21;33.93;41;4.268965517;0.951724138;636;145;2.5083;118100;1
7479;-118.22;33.93;39;4.087234043;1.027659574;2286;470;3.0167;130000;1
7483;-118.22;33.93;30;2.343915344;0.899470899;903;189;2.1964;125000;1
5238;-118.23;33.93;36;4.245762712;1.042372881;487;118;1.3000;87000;1
5239;-118.23;33.93;39;3.859813084;0.994392523;2015;535;0.8478;104900;1
7481;-118.23;33.93;23;4.325396825;1.03968254;610;126;1.4861;95100;1
7482;-118.23;33.93;30;5.461904762;1.238095238;1219;210;2.0658;93200;1
7489;-118.23;33.93;37;4.596153846;0.942307692;308;52;1.4028;105400;1
7490;-118.23;33.93;35;5.369158879;1.294392523;909;214;1.7411;96700;1
5230;-118.24;33.93;37;4.141129032;1.040322581;824;248;1.5132;86300;1
5231;-118.24;33.93;32;3.557077626;0.917808219;861;219;1.0625;89800;1
5240;-118.24;33.93;32;4.201581028;1.114624506;992;253;0.8984;88700;1
7492;-118.24;33.93;19;3.735632184;0.850574713;354;87;2.7500;90600;1
5193;-118.25;33.93;42;4.977272727;1.113636364;526;132;2.5000;110200;1
5225;-118.25;33.93;40;3.611111111;1;1068;270;0.9889;87500;1
5226;-118.25;33.93;36;3.676161919;1.100449775;2664;667;0.9298;100000;1
5227;-118.25;33.93;42;3.592105263;1.021929825;899;228;1.1346;85400;1
7495;-118.25;33.93;38;3.214285714;0.767857143;246;56;2.8500;90000;1
7496;-118.25;33.93;27;4.435114504;1.030534351;647;131;3.2917;83100;1
7497;-118.25;33.93;42;4.385057471;1.097701149;754;174;2.0486;101800;1
5186;-118.26;33.93;35;3.84729064;0.992610837;1587;406;1.4917;93200;1
5191;-118.26;33.93;36;4.897777778;1.097777778;702;225;1.5256;95400;1
5192;-118.26;33.93;42;4.890784983;1.006825939;775;293;1.1326;104800;1
5187;-118.27;33.93;41;4.710743802;1.115702479;466;121;2.6458;91300;1
5190;-118.27;33.93;36;4.227665706;1.063400576;1247;347;1.8191;92700;1
5209;-118.27;33.93;38;4.410638298;1.063829787;1657;470;1.2098;88400;1
5199;-118.28;33.93;21;3.057761733;1.003610108;1283;277;1.4329;94100;1
5203;-118.28;33.93;42;4.424242424;1.072261072;1503;429;2.5179;97400;1
5206;-118.28;33.93;41;4.14159292;1.137168142;913;226;2.0313;122600;1
5211;-118.28;33.93;43;3.405063291;0.936708861;295;79;2.2969;90600;1
5212;-118.28;33.93;45;4.408333333;0.933333333;448;120;3.5833;90600;1
5213;-118.28;33.93;52;2.6;0.733333333;74;45;0.4999;90600;1
5204;-118.29;33.93;43;5.741477273;1.076704545;1051;352;3.3836;129900;1
5208;-118.29;33.93;41;5.333333333;1.178571429;605;168;2.2778;128100;1
8329;-118.29;33.93;32;3.821052632;1.027368421;1715;475;1.7244;111200;1
8481;-118.29;33.93;31;4.047817048;1.057172557;3590;962;2.0437;137200;1
8330;-118.30;33.93;35;3.987730061;1.09202454;1216;326;1.2000;99200;1
8331;-118.30;33.93;36;3.766723842;1.085763293;2017;583;1.3962;124300;1
8332;-118.30;33.93;40;5.373068433;1.052980132;1646;453;3.2024;128000;1
8485;-118.30;33.93;29;6.329545455;1125;1140;352;3.7969;169400;1
8333;-118.31;33.93;37;5.148594378;0.979919679;852;249;4.2917;127900;1
8338;-118.31;33.93;42;6.306451613;1.080645161;602;186;5.5787;142000;1
8339;-118.31;33.93;43;6.216949153;0.989830508;997;295;4.9464;150300;1
8478;-118.31;33.93;35;5.602836879;0.943262411;926;282;5.0653;158000;1
8341;-118.32;33.93;37;5.346067416;1.038202247;1327;445;4.2500;172100;1
8479;-118.32;33.93;34;5.351916376;0.951219512;804;287;4.9615;157800;1
8342;-118.33;33.93;37;5.417159763;1.053254438;925;338;4.4091;148400;1
8343;-118.33;33.93;38;5.831932773;0.941176471;412;119;6.0718;156000;1
8417;-118.33;33.93;37;4.749758454;1.095652174;3533;1035;3.2862;152300;1
8344;-118.34;33.93;35;4.794466403;1.122529644;742;253;4.0625;159900;1
8407;-118.34;33.93;36;3.25106383;1.034042553;1824;470;2.2679;153900;1
8418;-118.34;33.93;33;3.611438183;1.029436501;4512;1189;2.8304;143700;1
8419;-118.34;33.93;32;3.248704663;1.033678756;1281;386;2.2976;155700;1
8420;-118.34;33.93;37;4.43902439;1.10298103;1341;369;3.0677;167700;1
8408;-118.35;33.93;35;4.449152542;1.06779661;918;236;1.7344;146900;1
8409;-118.35;33.93;34;3.427777778;1.05;810;180;1.9766;162500;1
8410;-118.35;33.93;33;3.636363636;1.026737968;2649;561;2.3375;170600;1
8421;-118.35;33.93;26;4.010165184;1.088945362;2394;787;3.0100;191900;1
8422;-118.35;33.93;31;4.591973244;1.165551839;1973;598;3.5139;192800;1
8423;-118.35;33.93;25;3.358098068;1.028231798;1603;673;2.1100;223300;1
8404;-118.36;33.93;30;3.319648094;1.017595308;1433;341;2.6800;170000;1
8405;-118.36;33.93;40;3.413865546;1.050420168;2036;476;2.6298;156500;1
8424;-118.36;33.93;27;3.993710692;1.106019766;3340;1113;3.1656;204500;1
8431;-118.36;33.93;19;4.204607046;1.243902439;2033;738;2.6961;212500;1
8439;-118.36;33.93;44;4.905660377;1.094339623;392;106;3.0132;202500;1
8432;-118.37;33.93;10;3.553571429;0.732142857;61;56;2.8958;245800;1
8437;-118.37;33.93;46;5.765306122;1.025510204;503;196;4.4861;246300;1
8438;-118.37;33.93;46;4.70212766;0.936170213;255;94;4.4474;246900;1
8557;-118.40;33.93;35;4.926666667;0.993333333;1000;450;4.7319;376100;1
8558;-118.41;33.93;38;5.37641357;1.009693053;1455;619;5.0596;363900;1
8561;-118.41;33.93;22;4.426056338;1.065140845;1225;568;4.1818;339700;1
8566;-118.42;33.93;39;4.898360656;0.991803279;1466;610;4.9286;341400;1
8567;-118.42;33.93;28;4.881230117;1.053022269;2191;943;4.5743;382200;1
7079;-118.00;33.94;35;5.134122288;0.950690335;1305;507;3.9543;214400;1
7080;-118.00;33.94;36;5.989711934;1.098765432;1395;486;5.1738;203700;1
7089;-118.00;33.94;37;5.715189873;1;444;158;3.7500;174400;1
12332;-116.47;33.94;18;5.755154639;1.213917526;919;388;3.2578;85200;2
12333;-116.48;33.94;10;6.695473251;1.878600823;923;486;1.8000;81000;2
12330;-116.51;33.94;12;5.768835616;1.335616438;1315;584;1.7388;66000;2
12322;-116.57;33.94;29;5.14953271;1.551401869;224;107;1.1917;50000;2
12319;-116.71;33.94;12;6.1;1.211111111;209;90;3.0208;66300;2
12299;-116.87;33.94;35;5.276393832;1.074733096;2736;843;2.2180;73400;2
12279;-116.96;33.94;22;4.173277662;1.037578288;1304;479;1.4063;81900;2
12290;-116.97;33.94;29;5.301824212;1.048092869;1722;603;3.0432;91200;2
12288;-116.98;33.94;27;5.288990826;0.978593272;1760;654;3.4545;89800;2
12118;-117.10;33.94;5;8.579225352;1125;1947;568;6.3223;223200;2
12114;-117.23;33.94;7;5.414443989;1.106278211;6763;2437;3.5851;142000;2
12130;-117.23;33.94;8;4.651837524;1.03868472;1594;517;3.0789;114200;2
12124;-117.24;33.94;15;4.25203252;1.146341463;1123;369;1.6111;113900;2
12120;-117.28;33.94;10;4.438356164;0.96803653;773;219;1.3125;135700;2
12102;-117.31;33.94;7;6.832116788;1.089416058;4218;1644;5.2713;216500;2
12100;-117.34;33.94;20;7.712605042;0.998319328;1660;595;7.4141;236500;2
12101;-117.34;33.94;13;6.726190476;0.369897959;3382;1176;5.5563;214500;2
11900;-117.37;33.94;14;7.500807754;1.025040388;3565;1238;6.6635;219600;2
11928;-117.37;33.94;20;5.780068729;1.017182131;706;291;4.0966;140100;2
